status_account,month_duration,credit_history,status_savings,years_employment,payment_to_income_ratio,residence_since,age,other_installment_plans,housing,n_credits,job,n_guarantors,telephone,is_foreign_worker,target,sex,marital_status,age_group,loan_burden,risk_combo,financial_health,employment_stability,has_collateral,credit_amount_log,loan_to_income_proxy,purpose_risk,total_credit_exposure
no_checking,15,critical_other,very_low,Expert,4,4,46,none,own,2,skilled,1,yes,yes,1,male,single,adults,121.93333333333334,2,2.6,2.4000000000000004,1,7.512071245835466,487.73333333333335,low_risk,8
negative,12,critical_other,very_low,Mid-Level,4,4,38,bank,own,2,unskilled,1,no,no,1,male,single,adults,180.91666666666666,5,1.4,1.6,1,7.683403681053826,723.6666666666666,medium_risk,8
low_balance,36,critical_other,very_low,Mid-Level,3,4,34,none,own,2,skilled,1,yes,yes,1,male,single,mid_young,161.11111111111111,4,2.0,2.4000000000000004,1,8.665785595466064,483.33333333333337,low_risk,6
no_checking,18,critical_other,unknown,Mid-Level,4,3,29,none,own,2,skilled,1,yes,yes,1,male,single,mid_young,64.94444444444444,2,2.2,2.4000000000000004,1,7.064759027791802,259.77777777777777,low_risk,8
no_checking,36,delayed_past,unknown,Senior,3,2,31,stores,own,1,management,2,yes,yes,1,male,single,mid_young,248.52777777777777,3,2.2,2.8,1,9.09918532261002,745.5833333333333,low_risk,3
negative,21,current_paid,very_low,Junior,4,4,28,none,rent,1,management,1,yes,yes,1,female,divorced/separated/married,mid_young,124.0952380952381,6,1.4,2.8,1,7.865955413933502,496.3809523809524,low_risk,4
no_checking,12,critical_other,high,Senior,3,2,35,none,own,1,skilled,1,no,no,1,female,divorced/separated/married,adults,132.66666666666666,2,3.8,2.4000000000000004,1,7.373374309910049,398.0,medium_risk,3
no_checking,15,current_paid,unknown,Senior,1,4,33,bank,rent,1,unskilled,1,no,yes,1,female,divorced/separated/married,mid_young,145.73333333333332,3,2.2,1.6,0,7.690286020676768,145.73333333333332,medium_risk,1
negative,18,current_paid,very_low,Mid-Level,2,3,42,none,own,1,skilled,1,no,yes,0,male,single,adults,230.72222222222223,6,1.4,2.4000000000000004,1,8.331827004436057,461.44444444444446,medium_risk,2
negative,16,critical_other,very_low,Expert,2,4,43,bank,rent,1,skilled,1,yes,yes,0,male,single,adults,164.0625,5,1.4,2.4000000000000004,1,7.873217054862741,328.125,medium_risk,2
no_checking,20,critical_other,unknown,Junior,2,4,44,none,own,2,skilled,1,yes,yes,1,male,divorced/separated,adults,174.25,2,2.2,2.4000000000000004,0,8.156510226079966,348.5,medium_risk,4
no_checking,36,critical_other,unknown,Expert,2,4,42,none,for free,2,skilled,1,no,yes,1,male,single,adults,291.02777777777777,2,2.2,2.4000000000000004,1,9.257033099968165,582.0555555555555,low_risk,4
no_checking,15,current_paid,unknown,Mid-Level,4,2,40,none,rent,1,skilled,1,yes,yes,1,male,married/widowed,adults,92.4,3,2.2,2.4000000000000004,0,7.234898420314831,369.6,low_risk,4
no_checking,24,current_paid,very_low,Expert,4,1,36,none,own,1,management,1,yes,yes,1,male,single,adults,53.25,3,2.6,2.8,0,7.153833801578843,213.0,low_risk,4
negative,12,current_paid,very_low,Mid-Level,2,2,20,none,rent,1,management,2,yes,yes,1,male,single,young,92.25,6,1.4,2.8,0,7.010311867307229,184.5,low_risk,2
negative,21,current_paid,unknown,Senior,2,2,24,none,own,1,unskilled,1,no,no,1,male,single,young,179.1904761904762,6,1.0,1.6,0,8.23323750070527,358.3809523809524,medium_risk,2
low_balance,36,current_paid,unknown,Mid-Level,2,2,27,none,own,1,skilled,1,no,yes,1,male,married/widowed,mid_young,103.08333333333333,5,1.6,2.4000000000000004,1,8.21932609390609,206.16666666666666,high_risk,2
no_checking,15,delayed_past,very_low,Junior,1,2,46,none,own,2,unskilled,1,no,yes,1,female,divorced/separated/married,adults,239.6,3,2.6,1.6,1,8.187299270155147,239.6,low_risk,2
low_balance,9,current_paid,unknown,Mid-Level,1,2,33,none,own,1,unskilled,1,no,yes,1,female,divorced/separated/married,mid_young,355.0,5,1.6,1.6,0,8.069655306886165,355.0,medium_risk,1
no_checking,36,delayed_past,very_low,Mid-Level,4,4,34,none,own,2,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,123.72222222222223,3,2.6,2.4000000000000004,0,8.40178233990491,494.8888888888889,low_risk,8
low_balance,24,critical_other,very_low,Junior,2,4,25,bank,own,1,unskilled,1,no,yes,0,female,divorced/separated/married,mid_young,197.33333333333334,4,2.0,1.6,1,8.463159302923751,394.6666666666667,medium_risk,2
low_balance,30,current_paid,unknown,Expert,2,4,25,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,99.7,5,1.6,2.4000000000000004,1,8.003697339094368,199.4,low_risk,2
no_checking,11,current_paid,high,Expert,1,2,28,none,own,1,skilled,1,yes,yes,1,male,divorced/separated,mid_young,194.72727272727272,3,3.8,2.4000000000000004,0,7.669961995473577,194.72727272727272,high_risk,1
negative,24,all_paid_here,very_low,Mid-Level,4,2,31,none,rent,1,skilled,1,yes,yes,0,male,single,mid_young,131.70833333333334,8,1.4,2.4000000000000004,1,8.058960017769417,526.8333333333334,high_risk,4
low_balance,48,no_credits,very_low,Mid-Level,1,2,32,bank,own,1,management,1,yes,no,0,female,divorced/separated/married,mid_young,383.8333333333333,8,2.0,2.8,1,9.821463717057537,383.8333333333333,medium_risk,1
no_checking,10,current_paid,low,Mid-Level,1,2,32,none,own,1,skilled,2,no,yes,1,male,single,mid_young,284.8,3,3.0,2.4000000000000004,0,7.954723334497908,284.8,low_risk,1
negative,6,current_paid,very_low,Expert,1,4,68,bank,own,1,management,1,yes,yes,0,male,single,adults,2482.6666666666665,6,1.4,2.8,1,9.608915129379593,2482.6666666666665,medium_risk,1
negative,24,current_paid,low,unemployed,1,1,33,none,own,1,skilled,1,no,yes,0,male,divorced/separated,mid_young,98.29166666666667,6,1.8,2.0999999999999996,1,7.7664168980196555,98.29166666666667,medium_risk,1
negative,24,current_paid,very_low,Expert,4,2,39,none,rent,1,management,1,yes,yes,0,male,single,adults,139.375,6,1.4,2.8,1,8.11552088154677,557.5,medium_risk,4
no_checking,18,critical_other,very_low,Mid-Level,4,2,28,none,own,2,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,100.94444444444444,2,2.6,2.4000000000000004,1,7.505492274737424,403.77777777777777,medium_risk,8
no_checking,48,delayed_past,medium,Senior,4,1,37,none,own,1,management,1,yes,yes,1,male,single,adults,265.6041666666667,3,3.4,2.8,1,9.453286550586572,1062.4166666666667,low_risk,4
negative,9,current_paid,very_low,Junior,3,4,22,none,rent,1,skilled,1,no,yes,0,female,divorced/separated/married,young,151.77777777777777,6,1.4,2.4000000000000004,1,7.220373836723949,455.3333333333333,low_risk,3
low_balance,12,current_paid,very_low,Senior,3,4,30,none,rent,1,skilled,2,yes,yes,1,male,single,mid_young,166.83333333333334,5,2.0,2.4000000000000004,1,7.602401335665818,500.5,medium_risk,3
negative,24,all_paid_here,very_low,Junior,2,1,55,bank,own,1,skilled,1,yes,yes,0,male,divorced/separated,adults,286.3333333333333,8,1.4,2.4000000000000004,1,8.835355971121604,572.6666666666666,medium_risk,2
negative,12,all_paid_here,very_low,Junior,4,2,46,bank,own,2,skilled,1,yes,yes,0,male,single,adults,58.083333333333336,8,1.4,2.4000000000000004,1,6.548219102762372,232.33333333333334,medium_risk,8
negative,18,critical_other,very_low,Junior,4,4,21,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,young,58.27777777777778,5,1.4,2.4000000000000004,1,6.956545443151569,233.11111111111111,medium_risk,4
negative,48,current_paid,very_low,Senior,4,4,39,stores,for free,3,skilled,2,yes,yes,0,male,single,adults,214.52083333333334,6,1.4,2.4000000000000004,1,9.239704980606087,858.0833333333334,low_risk,12
no_checking,30,current_paid,unknown,Expert,4,4,58,none,own,1,skilled,1,yes,yes,1,male,single,adults,62.233333333333334,3,2.2,2.4000000000000004,1,7.532623618788788,248.93333333333334,low_risk,4
negative,12,delayed_past,very_low,Mid-Level,4,2,43,none,own,2,unskilled,2,no,yes,1,male,single,adults,112.0,6,1.4,1.6,0,7.20414929203594,448.0,medium_risk,8
negative,24,current_paid,very_low,Junior,4,1,24,none,own,1,unskilled,1,no,no,1,male,single,young,72.79166666666667,6,1.4,1.6,1,7.466227556215481,291.1666666666667,medium_risk,4
low_balance,9,current_paid,very_low,Junior,4,2,22,none,own,1,skilled,1,yes,yes,0,female,divorced/separated/married,young,185.55555555555554,5,2.0,2.4000000000000004,1,7.421177528595393,742.2222222222222,low_risk,4
no_checking,9,critical_other,very_low,Mid-Level,3,1,30,none,own,2,skilled,1,no,yes,1,male,single,mid_young,136.0,2,2.6,2.4000000000000004,0,7.110696122978827,408.0,medium_risk,6
no_checking,12,critical_other,medium,Expert,4,4,42,none,own,2,skilled,2,yes,yes,1,male,single,adults,43.5,2,3.4,2.4000000000000004,1,6.259581464064923,174.0,low_risk,8
negative,12,current_paid,very_low,Mid-Level,4,1,23,bank,own,1,skilled,1,no,yes,1,female,divorced/separated/married,young,124.83333333333333,6,1.4,2.4000000000000004,1,7.312553498102598,499.3333333333333,low_risk,4
low_balance,30,delayed_past,low,Junior,4,3,30,stores,own,2,management,1,no,yes,0,male,single,mid_young,63.96666666666667,5,2.4,2.8,1,7.560080465021827,255.86666666666667,low_risk,8
high_balance,9,current_paid,very_low,Mid-Level,3,2,28,none,own,1,unskilled,1,no,yes,0,female,divorced/separated/married,mid_young,82.77777777777777,4,3.2,1.6,0,6.61472560020376,248.33333333333331,low_risk,3
low_balance,6,current_paid,very_low,Junior,4,3,30,none,rent,1,management,1,yes,yes,1,male,married/widowed,mid_young,343.8333333333333,5,2.0,2.8,1,7.6324011266014535,1375.3333333333333,low_risk,4
low_balance,60,current_paid,very_low,Mid-Level,4,4,42,none,for free,1,skilled,1,no,yes,0,male,single,adults,104.8,5,2.0,2.4000000000000004,1,8.746557354543503,419.2,high_risk,4
no_checking,24,critical_other,unknown,Mid-Level,2,4,46,none,own,2,management,2,yes,yes,1,male,single,adults,285.0833333333333,2,2.2,2.8,1,8.830981510952498,570.1666666666666,low_risk,4
no_checking,12,current_paid,unknown,Junior,2,3,45,none,own,1,management,2,yes,yes,1,male,single,adults,293.9166666666667,3,2.2,2.8,1,8.168486417126681,587.8333333333334,medium_risk,2
no_checking,10,current_paid,very_low,Mid-Level,3,2,31,none,own,1,unskilled,2,no,no,1,male,single,mid_young,154.6,3,2.6,1.6,0,7.344072850573066,463.79999999999995,medium_risk,3
no_checking,24,current_paid,unknown,Senior,4,2,31,stores,own,1,skilled,1,yes,yes,1,male,single,mid_young,38.708333333333336,3,2.2,2.4000000000000004,1,6.835184586147301,154.83333333333334,medium_risk,4
no_checking,4,critical_other,very_low,Senior,2,1,42,none,own,3,unskilled,2,no,yes,1,male,single,adults,363.75,2,2.6,1.6,0,7.283448228756631,727.5,medium_risk,6
negative,15,current_paid,very_low,Junior,4,1,46,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,adults,123.0,6,1.4,2.4000000000000004,1,7.520776415062797,492.0,medium_risk,4
low_balance,48,no_credits,medium,Junior,1,1,30,none,own,2,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,174.125,8,2.8,2.4000000000000004,1,9.031094081699155,174.125,medium_risk,2
negative,24,all_paid_here,medium,Junior,4,4,30,none,for free,1,skilled,2,yes,yes,0,male,single,mid_young,139.54166666666666,8,2.2,2.4000000000000004,1,8.116715624819111,558.1666666666666,medium_risk,4
no_checking,12,current_paid,unknown,unemployed,4,4,38,none,own,1,management,1,yes,yes,1,male,single,adults,238.25,3,2.2,2.8,1,7.958576903813898,953.0,medium_risk,4
no_checking,18,current_paid,very_low,Junior,4,1,43,none,own,1,unskilled,2,no,yes,0,male,married/widowed,adults,85.16666666666667,3,2.6,1.6,1,7.335633981927201,340.6666666666667,medium_risk,4
no_checking,24,current_paid,low,Expert,2,4,31,none,own,2,skilled,1,no,yes,0,male,single,mid_young,150.875,3,3.0,2.4000000000000004,1,8.19478163844336,301.75,low_risk,4
low_balance,18,critical_other,very_low,unemployed,3,3,40,none,own,3,unemployed,2,yes,yes,1,male,married/widowed,adults,199.44444444444446,4,2.0,0.0,1,8.186185994226083,598.3333333333334,high_risk,9
negative,36,delayed_past,very_low,Senior,2,1,24,none,own,2,skilled,1,yes,yes,0,male,single,young,59.583333333333336,6,1.4,2.4000000000000004,1,7.671360923190644,119.16666666666667,high_risk,4
low_balance,24,current_paid,medium,Junior,3,4,28,none,rent,1,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,171.375,5,2.8,2.4000000000000004,1,8.322151070212902,514.125,low_risk,3
no_checking,36,current_paid,very_low,unemployed,4,2,26,none,own,2,management,1,yes,yes,0,female,divorced/separated/married,mid_young,304.8333333333333,3,2.6,2.8,1,9.303375237943373,1219.3333333333333,medium_risk,8
negative,12,current_paid,very_low,Mid-Level,4,4,29,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,mid_young,157.75,6,1.4,2.4000000000000004,1,7.546446273746024,631.0,medium_risk,4
negative,24,critical_other,high,Expert,4,4,57,none,rent,2,management,1,yes,yes,1,female,divorced/separated/married,adults,51.291666666666664,5,2.6,2.8,1,7.116394144093465,205.16666666666666,low_risk,8
high_balance,30,critical_other,unknown,Expert,4,4,49,stores,own,2,unskilled,1,no,yes,1,male,single,adults,121.86666666666666,3,2.8,1.6,1,8.204398418149381,487.46666666666664,low_risk,8
low_balance,9,critical_other,very_low,Expert,2,4,37,none,own,3,unskilled,1,no,yes,1,male,single,adults,128.22222222222223,4,2.0,1.6,0,7.051855622955894,256.44444444444446,low_risk,6
negative,28,current_paid,very_low,Mid-Level,3,2,45,none,own,1,unskilled,1,no,yes,0,male,single,adults,143.07142857142858,6,1.4,1.6,1,8.295798110636145,429.2142857142858,medium_risk,3
low_balance,24,current_paid,low,Expert,4,4,30,none,for free,1,skilled,1,no,yes,1,male,single,mid_young,127.875,5,2.4,2.4000000000000004,1,8.029432840581244,511.5,medium_risk,4
no_checking,6,critical_other,very_low,Expert,2,2,30,none,rent,2,skilled,1,no,yes,1,male,married/widowed,mid_young,290.0,2,2.6,2.4000000000000004,0,7.462214939768189,580.0,low_risk,4
low_balance,21,delayed_past,very_low,Mid-Level,1,4,47,none,own,2,skilled,1,no,yes,1,male,divorced/separated,adults,112.04761904761905,5,2.0,2.4000000000000004,1,7.763871287820222,112.04761904761905,medium_risk,2
no_checking,15,current_paid,unknown,Mid-Level,3,2,29,none,own,1,skilled,1,no,yes,1,male,single,mid_young,237.06666666666666,3,2.2,2.4000000000000004,1,8.176672771948455,711.2,medium_risk,3
no_checking,24,current_paid,medium,Expert,3,2,35,bank,own,2,skilled,1,yes,yes,0,male,single,adults,99.875,3,3.4,2.4000000000000004,1,7.7823903355874595,299.625,low_risk,6
low_balance,6,current_paid,very_low,Junior,3,1,22,none,own,1,unskilled,1,no,yes,1,male,married/widowed,young,75.66666666666667,5,2.0,1.6,1,6.12029741895095,227.0,medium_risk,3
low_balance,30,current_paid,unknown,Mid-Level,4,1,26,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,57.166666666666664,5,1.6,2.4000000000000004,1,7.447751280047908,228.66666666666666,low_risk,4
low_balance,27,critical_other,medium,Mid-Level,4,2,23,none,own,2,unskilled,1,no,yes,0,male,single,young,93.33333333333333,4,2.8,1.6,1,7.83241092718792,373.3333333333333,low_risk,8
no_checking,15,current_paid,very_low,Expert,4,2,54,bank,rent,1,management,1,yes,yes,1,female,divorced/separated/married,adults,237.86666666666667,3,2.6,2.8,1,8.18004072349016,951.4666666666667,low_risk,4
no_checking,42,current_paid,unknown,Senior,2,4,29,none,rent,1,skilled,1,yes,yes,1,male,married/widowed,mid_young,170.61904761904762,3,2.2,2.4000000000000004,1,8.877242435993919,341.23809523809524,low_risk,2
negative,11,critical_other,very_low,Mid-Level,1,2,40,none,own,2,unskilled,2,no,yes,1,male,single,adults,358.09090909090907,5,1.4,1.6,0,8.27893600229198,358.09090909090907,medium_risk,2
low_balance,15,current_paid,low,Mid-Level,4,2,22,none,own,1,skilled,1,no,yes,1,male,single,young,100.93333333333334,5,2.4,2.4000000000000004,0,7.323170717943469,403.73333333333335,medium_risk,4
no_checking,24,current_paid,very_low,Mid-Level,1,4,43,none,own,1,unskilled,2,no,yes,1,male,single,adults,308.0416666666667,3,2.6,1.6,1,8.908424139496578,308.0416666666667,medium_risk,1
negative,24,all_paid_here,very_low,unemployed,1,4,29,none,rent,2,unemployed,1,no,yes,0,female,divorced/separated/married,mid_young,49.708333333333336,8,1.4,0.0,1,7.085064293952548,49.708333333333336,medium_risk,2
negative,60,current_paid,very_low,Expert,4,4,36,none,rent,1,skilled,1,no,yes,0,male,single,adults,121.61666666666666,6,1.4,2.4000000000000004,1,8.895355616996392,486.46666666666664,high_risk,4
no_checking,30,critical_other,very_low,Mid-Level,4,2,33,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,mid_young,94.36666666666666,2,2.6,2.4000000000000004,1,7.94873845481361,377.46666666666664,low_risk,4
high_balance,24,current_paid,medium,Mid-Level,3,3,57,none,own,1,unskilled,1,no,yes,1,female,divorced/separated/married,adults,52.416666666666664,4,4.0,1.6,1,7.138073034044347,157.25,low_risk,3
low_balance,6,current_paid,very_low,Mid-Level,2,3,64,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,adults,125.5,5,2.0,2.4000000000000004,0,6.625392368007956,251.0,low_risk,2
low_balance,18,delayed_past,unknown,Expert,4,2,42,none,own,2,skilled,1,no,yes,1,male,single,adults,134.83333333333334,5,1.6,2.4000000000000004,1,7.794823152179389,539.3333333333334,high_risk,8
no_checking,24,delayed_past,very_low,Expert,4,4,47,none,own,2,unskilled,2,no,yes,0,male,single,adults,105.75,3,2.6,1.6,1,7.839525581704678,423.0,medium_risk,8
low_balance,15,all_paid_here,low,Mid-Level,2,2,25,none,rent,1,skilled,1,no,yes,0,male,married/widowed,mid_young,84.26666666666667,7,2.4,2.4000000000000004,1,7.142827401161621,168.53333333333333,medium_risk,2
low_balance,30,critical_other,very_low,Senior,2,2,49,none,own,1,skilled,1,no,yes,0,male,single,adults,279.53333333333336,4,2.0,2.4000000000000004,1,9.034438166984412,559.0666666666667,medium_risk,2
no_checking,48,current_paid,very_low,unemployed,3,2,33,bank,rent,1,management,1,yes,yes,0,male,single,mid_young,100.91666666666667,3,2.6,2.8,1,8.485702524324866,302.75,high_risk,3
high_balance,21,current_paid,low,Mid-Level,1,1,28,bank,own,1,management,1,yes,yes,1,female,divorced/separated/married,mid_young,139.1904761904762,4,3.6,2.8,1,7.980707820869669,139.1904761904762,medium_risk,1
negative,36,current_paid,very_low,Mid-Level,2,2,26,none,own,1,skilled,2,no,yes,0,male,single,mid_young,228.58333333333334,6,1.4,2.4000000000000004,1,9.015541293671115,457.1666666666667,low_risk,2
no_checking,24,critical_other,very_low,Senior,2,2,30,none,own,2,unskilled,1,no,yes,1,male,single,mid_young,84.5,2,2.6,1.6,1,7.615298339825815,169.0,medium_risk,4
negative,15,critical_other,very_low,Mid-Level,4,3,25,none,rent,2,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,95.53333333333333,5,1.4,2.4000000000000004,1,7.2682230211595655,382.1333333333333,medium_risk,8
high_balance,42,no_credits,very_low,Junior,2,1,33,none,own,2,skilled,1,no,yes,1,male,divorced/separated,mid_young,149.73809523809524,7,3.2,2.4000000000000004,1,8.746716349694486,299.4761904761905,high_risk,4
no_checking,13,current_paid,low,unemployed,2,4,64,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,adults,108.38461538461539,3,3.0,2.0999999999999996,0,7.251344983372214,216.76923076923077,low_risk,2
